name,enabled,n_phases,n_conds,base_freq,terminal1,terminal2,length,units,line_code,geometry
oh_b52162,true,1,1,60,b46976.1,b52162.1,69.799198,m,oh-1x_4cu_4cun,
oh_g43337,true,1,1,60,g43336.1,g43337.1,35.966399,m,oh-1x_2aaac_2aaacn,
oh_b66283,true,3,3,60,b4579.1.2.3,b66283.1.2.3,221.89439,m,oh-3x_2cu_4cun,
oh_b18977,true,1,1,60,b18976.3,b18977.3,37.795199,m,oh-1x_4cu_4cun,
oh_b18839,true,3,3,60,b18837.1.2.3,b18839.1.2.3,91.43999700000001,m,oh-3x_1/0aaac_1/0aaacn,
oh_b46251,true,1,1,60,b46250.3,b46251.3,45.110399,m,oh-1x_4cu_4cun,
oh_b60755,true,1,1,60,b18926.3,b60755.3,27.431999,m,oh-1x_4cu_4cun,
oh_b19042,true,3,3,60,b19040.1.2.3,b19042.1.2.3,74.98079799999999,m,oh-3x_4cu_4cun,
oh_b18925,true,3,3,60,b18924.1.2.3,b18925.1.2.3,44.195999,m,oh-3x_4cu_4cun,
oh_b22569,true,1,1,60,b22561.1,b22569.1,149.0472,m,oh-1x_477aac_4/0aaacn,
oh_b4588,true,3,3,60,b4591.1.2.3,b4588.1.2.3,67.665598,m,oh-3x_2cu_4cun,
oh_b23880,true,1,1,60,b23879.3,b23880.3,82.600797,m,oh-1x_4cu_4cun,
oh_b3066,true,2,2,60,b9952.2.3,b3066.2.3,91.13519700000001,m,oh-2x_2cu_4cun,
oh_b60404,true,1,1,60,b60407.2,b60404.2,183.48959,m,oh-1x_4cu_4cun,
oh_b5199,true,3,3,60,b13630.1.2.3,b5199.1.2.3,38.099999,m,oh-3v_477aac_477aacn,
oh_b63365,true,1,1,60,b63363.2,b63365.2,64.617598,m,oh-1x_4cu_4cun,
oh_b26203,true,1,1,60,b26202.3,b26203.3,46.024799,m,oh-1x_4cu_4cun,
oh_b18823,true,3,3,60,b4824.1.2.3,b18823.1.2.3,12.192,m,oh-3x_2aaac_2aaacn,
oh_b61253,true,1,1,60,b18938.3,b61253.3,23.164799,m,oh-1x_4cu_4cun,
oh_b23869,true,1,1,60,b23868.3,b23869.3,76.19999799999999,m,oh-1x_4cu_4cun,
oh_b56446,true,1,1,60,b2547.1,b56446.1,24.383999,m,oh-1x_477aac_4/0aaacn,
oh_6040429119,true,1,1,60,6039329105.3,6040429119.3,53.339998,m,oh-1x_2aaac_2aaacn,
oh_b43429,true,2,2,60,b43427.1.2,b43429.1.2,72.84719800000001,m,oh-2x_4cu_4cun,
oh_b19183,true,3,3,60,b19181.1.2.3,b19183.1.2.3,64.617598,m,oh-3x_477aac_4/0aaacn,
oh_5992128369,true,1,1,60,g36581.3,5992128369.3,73.15199800000001,m,oh-1x_2aaac_2aaacn,
oh_b18986,true,1,1,60,b18982.3,b18986.3,179.83199,m,oh-1x_4cu_4cun,
oh_b13651,true,3,3,60,b8594.1.2.3,b13651.1.2.3,51.815998,m,oh-3x_477aac_4cun,
oh_6034528885,true,1,1,60,6031828869.3,6034528885.3,94.79279699999999,m,oh-1x_2aaac_2aaacn,
oh_6034628876,true,1,1,60,6034528885.3,6034628876.3,27.431999,m,oh-1x_2aaac_4/0aaacn,
oh_b62634,true,1,1,60,b37083.1,b62634.1,24.079199,m,oh-1x_2aaac_2aaacn,
oh_b17575,true,2,2,60,b3065.2.3,b17575.2.3,50.291998,m,oh-2x_4cu_4cun,
oh_b10925,true,1,1,60,b4588.3,b10925.3,47.853598,m,oh-1x_2cu_4cun,
oh_b23406,true,1,1,60,b23405.1,b23406.1,81.381597,m,oh-1x_4cu_4cun,
oh_b4594,true,3,3,60,b4598.1.2.3,b4594.1.2.3,143.8656,m,oh-3x_2cu_4cun,
oh_6018228840,true,1,1,60,b52160.3,6018228840.3,56.387998,m,oh-1x_2aaac_2aaacn,
oh_5934528183,true,1,1,60,5938028173.3,5934528183.3,109.728,m,oh-1x_2aaac_2aaacn,
oh_b5185,true,3,3,60,b5186.1.2.3,b5185.1.2.3,42.976799,m,oh-3x_477aac_4/0aaacn,
oh_b48180,true,1,1,60,b48179.3,b48180.3,58.216798,m,oh-1x_4cu_4cun,
ug_5985928722,true,1,1,60,b18911.1,5985928722.1,12.192,m,ug-1c1/0alurd_15,
oh_g35573,true,3,3,60,g35572.1.2.3,g35573.1.2.3,40.233599,m,oh-3x_4cu_4cun,
oh_b4867,true,2,2,60,b10227.1.3,b4867.1.3,23.469599,m,oh-2x_477aac_4/0aaacn,
oh_b59582,true,1,1,60,b39817.3,b59582.3,53.035198,m,oh-1x_4cu_4cun,
oh_g33468,true,1,1,60,g33465.2,g33468.2,160.93439,m,oh-1x_4cu_4cun,
oh_b50641,true,1,1,60,b50640.1,b50641.1,21.335999,m,oh-1x_4cu_4cun,
oh_b51327,true,1,1,60,b42556.2,b51327.2,48.767998,m,oh-1x_4cu_4cun,
oh_b16708,true,1,1,60,b16709.3,b16708.3,54.863998,m,oh-1x_2aaac_2aaacn,
oh_b56679,true,1,1,60,b56678.2,b56679.2,60.959998,m,oh-1x_4cu_4cun,
oh_b4861,true,3,3,60,b4862.1.2.3,b4861.1.2.3,35.051999,m,oh-3x_477aac_4/0aaacn,
oh_6000828811,true,3,3,60,b18921.1.2.3,6000828811.1.2.3,67.360798,m,oh-3x_1/0aaac_4cun,
oh_b18995,true,1,1,60,b18989.3,b18995.3,272.49119,m,oh-1x_4cu_4cun,
oh_b55822,true,1,1,60,b39822.3,b55822.3,59.435998,m,oh-1x_4cu_4cun,
oh_g42394,true,1,1,60,g42393.3,g42394.3,33.223199,m,oh-1x_4cu_4cun,
oh_b36183,true,1,1,60,b36181.3,b36183.3,157.88639,m,oh-1x_4cu_4cun,
oh_b62294,true,1,1,60,b61236.3,b62294.3,68.275198,m,oh-1x_4cu_4cun,
oh_g35320,true,1,1,60,g35318.2,g35320.2,60.959998,m,oh-1x_4cu_4cun,
oh_b61013,true,1,1,60,b61012.3,b61013.3,62.179198,m,oh-1x_4cu_4cun,
oh_5864528351,true,3,3,60,5863228358.1.2.3,5864528351.1.2.3,48.767998,m,oh-3x_2aaac_2aaacn,
oh_b41876,true,2,2,60,b41874.1.2,b41876.1.2,91.13519700000001,m,oh-2x_4cu_4cun,
oh_g40623,true,1,1,60,b12328.1,g40623.1,57.607198,m,oh-1x_4cu_4cun,
oh_b34541,true,3,3,60,b24157.1.2.3,b34541.1.2.3,60.045598,m,oh-3x_4cu_4cun,
oh_b34545,true,3,3,60,b34542.1.2.3,b34545.1.2.3,321.56399,m,oh-3x_4cu_4cun,
oh_b19071,true,1,1,60,b19069.3,b19071.3,64.312798,m,oh-1x_4cu_4cun,
oh_b39820,true,1,1,60,g40318.3,b39820.3,36.575999,m,oh-1x_4cu_4cun,
oh_5857829226,true,1,1,60,b55237.3,5857829226.3,30.479999,m,oh-1x_2aaac_2aaacn,
oh_g36737,true,1,1,60,b4541.1,g36737.1,27.431999,m,oh-1x_2cu_4cun,
oh_b9951,true,2,2,60,b12753.2.3,b9951.2.3,48.463198,m,oh-2x_4cu_4cun,
oh_5920428274,true,1,1,60,5918528239.3,5920428274.3,120.396,m,oh-1x_2aaac_2aaacn,
oh_b24281,true,1,1,60,b24280.3,b24281.3,44.805599,m,oh-1x_4cu_4cun,
oh_b18912,true,3,3,60,b18911.1.2.3,b18912.1.2.3,56.387998,m,oh-3x_1/0aaac_4cun,
oh_b16655,true,1,1,60,b42005.1,b16655.1,220.37039,m,oh-1x_4cu_4cun,
oh_b60940,true,1,1,60,b60939.3,b60940.3,88.696797,m,oh-1x_4cu_4cun,
oh_b4579,true,3,3,60,b17220.1.2.3,b4579.1.2.3,57.911998,m,oh-3x_2cu_4cun,
oh_b47686,true,1,1,60,b978.3,b47686.3,43.586399,m,oh-1x_4cu_4cun,
oh_b4994,true,3,3,60,b4995.1.2.3,b4994.1.2.3,36.271199,m,oh-3x_477aac_4/0aaacn,
oh_b61632,true,3,3,60,b61631.1.2.3,b61632.1.2.3,118.2624,m,oh-3x_4cu_4cun,
oh_b18886,true,3,3,60,b18884.1.2.3,b18886.1.2.3,88.391997,m,oh-3x_1/0aaac_1/0aaacn,
oh_b18898,true,3,3,60,b18887.1.2.3,b18898.1.2.3,510.53998,m,oh-3x_1/0aaac_1/0aaacn,
oh_5979429639,true,1,1,60,5982129657.2,5979429639.2,135.0264,m,oh-1x_2aaac_2aaacn,
oh_b18941,true,3,3,60,6022828946.1.2.3,b18941.1.2.3,67.055998,m,oh-3x_4cu_4cun,
oh_b47666,true,3,3,60,b47665.1.2.3,b47666.1.2.3,61.264798,m,oh-3x_4cu_4cun,
oh_b29518,true,1,1,60,b394.2,b29518.2,85.648797,m,oh-1x_4cu_4cun,
oh_g40138,true,1,1,60,g43124.3,g40138.3,60.350398,m,oh-1x_4cu_4cun,
oh_b18855,true,3,3,60,b18853.1.2.3,b18855.1.2.3,89.306397,m,oh-3x_1/0aaac_1/0aaacn,
oh_b4673,true,3,3,60,b4676.1.2.3,b4673.1.2.3,89.915997,m,oh-3x_4cu_4cun,
oh_b60874,true,1,1,60,b60873.3,b60874.3,60.959998,m,oh-1x_4cu_4cun,
oh_b19064,true,2,2,60,b19062.1.3,b19064.1.3,89.611197,m,oh-2x_4cu_4cun,
oh_b45445,true,1,1,60,b45444.3,b45445.3,50.291998,m,oh-1x_4cu_4cun,
oh_b4888,true,3,3,60,b4889.1.2.3,b4888.1.2.3,42.367199,m,oh-3x_477aac_4/0aaacn,
oh_b57500,true,1,1,60,b17925.2,b57500.2,93.26879700000001,m,oh-1x_4cu_4cun,
oh_b14324,true,2,2,60,b19028.1.2,b14324.1.2,27.431999,m,oh-2x_4cu_4cun,
oh_b60757,true,1,1,60,b60755.3,b60757.3,77.11439799999999,m,oh-1x_4cu_4cun,
oh_b60841,true,1,1,60,b15824.3,b60841.3,45.719999,m,oh-1x_4cu_4cun,
oh_g34723,true,1,1,60,g34720.3,g34723.3,127.7112,m,oh-1x_4cu_4cun,
oh_b22571,true,1,1,60,b4731.3,b22571.3,74.67599800000001,m,oh-1x_4cu_4cun,
oh_b52580,true,1,1,60,b52575.2,b52580.2,196.29119,m,oh-1x_4cu_4cun,
oh_b13555,true,1,1,60,b13554.1,b13555.1,87.782397,m,oh-1x_4cu_4cun,
oh_b61615,true,1,1,60,b61613.3,b61615.3,91.43999700000001,m,oh-1x_4cu_4cun,
oh_b23889,true,1,1,60,b23885.3,b23889.3,200.25359,m,oh-1x_4cu_4cun,
oh_b56616,true,1,1,60,b56618.1,b56616.1,107.5944,m,oh-1x_4cu_4cun,
oh_b43440,true,2,2,60,b43439.1.2,b43440.1.2,61.264798,m,oh-2x_4cu_4cun,
oh_5973729472,true,1,1,60,b52580.2,5973729472.2,25.603199,m,oh-1x_2aaac_default,
oh_g44632,true,1,1,60,g44631.2,g44632.2,18.287999,m,oh-1x_2aaac_2aaacn,
oh_5904428572,true,1,1,60,b14647.2,5904428572.2,159.41039,m,oh-1x_4cu_4cun,
oh_b41085,true,2,2,60,b41086.2.3,b41085.2.3,71.62799800000001,m,oh-2x_4cu_4cun,
oh_b19021,true,2,2,60,b19019.1.2,b19021.1.2,91.74479700000001,m,oh-2x_4cu_4cun,
oh_6053129341,true,1,1,60,6063329279.2,6053129341.2,364.23599,m,oh-1x_2aaac_2aaacn,
oh_6059129162,true,1,1,60,b18968.3,6059129162.3,15.24,m,oh-1x_2aaac_2aaacn,
oh_b60934,true,1,1,60,b60933.3,b60934.3,60.655198,m,oh-1x_4cu_4cun,
oh_5993629800,true,1,1,60,b56678.2,5993629800.2,60.959998,m,oh-1x_2aaac_2aaacn,
oh_b63785,true,1,1,60,b18921.3,b63785.3,18.287999,m,oh-1x_4cu_4cun,
oh_b59172,true,1,1,60,b59171.2,b59172.2,59.435998,m,oh-1x_4cu_4cun,
oh_b4618,true,3,3,60,b4617.1.2.3,b4618.1.2.3,41.147999,m,oh-3x_1/0cu_1cun,
oh_b4619,true,3,3,60,b4618.1.2.3,b4619.1.2.3,40.233599,m,oh-3x_1/0cu_1cun,
oh_5962929303,true,1,1,60,5965129301.2,5962929303.2,70.103998,m,oh-1x_2aaac_2aaacn,
oh_b4826,true,3,3,60,b4825.1.2.3,b4826.1.2.3,29.565599,m,oh-3x_477aac_1/0aaacn,
oh_g33473,true,1,1,60,g33472.2,g33473.2,45.719999,m,oh-1x_4cu_4cun,
oh_b28551,true,3,3,60,b4857.1.2.3,b28551.1.2.3,36.271199,m,oh-3x_2al_2aln,
oh_b4795,true,3,3,60,b4796.1.2.3,b4795.1.2.3,29.260799,m,oh-3x_477aac_4/0aaacn,
oh_b18968,true,3,3,60,b18967.1.2.3,b18968.1.2.3,46.939198,m,oh-3x_4cu_4cun,
oh_b4600,true,3,3,60,b4601.1.2.3,b4600.1.2.3,41.147999,m,oh-3x_477aac_1/0aaacn,
oh_b42551,true,1,1,60,b42550.2,b42551.2,60.045598,m,oh-1x_4cu_4cun,
oh_b5186,true,3,3,60,b5188.1.2.3,b5186.1.2.3,84.124797,m,oh-3x_477aac_4/0aaacn,
oh_b5193,true,3,3,60,b5194.1.2.3,b5193.1.2.3,44.195999,m,oh-3x_477aac_4/0aaacn,
oh_b4536a,false,3,3,60,b4536.1.2.3,b4536a.1.2.3,18.287999,m,oh-3x_2cu_4cun,
oh_g35776,true,1,1,60,b60872.3,g35776.3,23.164799,m,oh-1x_4cu_4cun,
oh_b18820,true,3,3,60,b4837.1.2.3,b18820.1.2.3,43.281599,m,oh-3x_4cu_4cun,
oh_b41861,true,2,2,60,b41859.1.2,b41861.1.2,128.016,m,oh-2x_4cu_4cun,
oh_b19013,true,2,2,60,b19011.1.2,b19013.1.2,91.13519700000001,m,oh-2x_4cu_4cun,
oh_b56325,true,3,3,60,b40571.1.2.3,b56325.1.2.3,9.753599700000001,m,oh-3x_4cu_4cun,
oh_g42979,true,1,1,60,b60931.3,g42979.3,29.260799,m,oh-1x_2aaac_2aaacn,
oh_5839828569,true,3,3,60,b45417.1.2.3,5839828569.1.2.3,113.6904,m,oh-3x_2aaac_2aaacn,
oh_b60930,true,1,1,60,b60928.3,b60930.3,57.911998,m,oh-1x_4cu_4cun,
oh_b12326,true,2,2,60,b19028.1.2,b12326.1.2,39.014399,m,oh-2x_4cu_4cun,
oh_b58961,true,1,1,60,b18795.1,b58961.1,67.360798,m,oh-1x_477aac_4/0aaacn,
oh_b61236,true,1,1,60,b61235.3,b61236.3,60.959998,m,oh-1x_4cu_4cun,
oh_b18999,true,1,1,60,b18998.3,b18999.3,49.987198,m,oh-1x_4cu_4cun,
oh_b4811,true,3,3,60,b4091.1.2.3,b4811.1.2.3,40.538399,m,oh-3x_477aac_1/0aaacn,
oh_b37083,true,3,3,60,b23613.1.2.3,b37083.1.2.3,135.636,m,oh-3x_4cu_4cun,
oh_b62314,true,2,2,60,b43433.1.2,b62314.1.2,27.736799,m,oh-2x_4cu_4cun,
oh_g44010,true,1,1,60,g40234.1,g44010.1,50.291998,m,oh-1x_2aaac_2aaacn,
oh_b28640,true,1,1,60,b28637.3,b28640.3,92.04959700000001,m,oh-1x_2/0cu_2/0cun,
oh_b23283,true,3,3,60,b5185.1.2.3,b23283.1.2.3,106.0704,m,oh-3x_477aac_4/0aaacn,
oh_b4965,true,3,3,60,b4968.1.2.3,b4965.1.2.3,110.3376,m,oh-3x_477aac_4/0aaacn,
oh_b41906,true,1,1,60,b35248.1,b41906.1,81.076797,m,oh-1x_4cu_4cun,
oh_5932628553,true,1,1,60,b28087.3,5932628553.3,19.811999,m,oh-1x_2aaac_2aaacn,
oh_b24506,true,1,1,60,b41462.3,b24506.3,52.425598,m,oh-1x_4cu_4cun,
oh_b4729,true,1,1,60,b13649.3,b4729.3,52.425598,m,oh-1x_4cu_4cun,
oh_b44725,true,1,1,60,g44010.1,b44725.1,112.776,m,oh-1x_1/0aaac_1/0aaacn,
oh_b53877,true,1,1,60,b10927.3,b53877.3,22.859999,m,oh-1x_4cu_4cun,
oh_b41547,true,3,3,60,b41546.1.2.3,b41547.1.2.3,92.04959700000001,m,oh-3x_4cu_4cun,
oh_b4586,true,3,3,60,b4587.1.2.3,b4586.1.2.3,41.452799,m,oh-3x_2cu_4cun,
oh_g33464,true,1,1,60,g33462.2,g33464.2,58.826398,m,oh-1x_4cu_4cun,
oh_b61759,true,1,1,60,b61695.3,b61759.3,250.85039,m,oh-1x_4cu_4cun,
oh_b18914,true,3,3,60,b18912.1.2.3,b18914.1.2.3,82.295997,m,oh-3x_1/0aaac_4cun,
oh_b16658,true,1,1,60,b16655.1,b16658.1,184.70879,m,oh-1x_4cu_4cun,
oh_b27838,true,1,1,60,b13923.3,b27838.3,14.3256,m,oh-1x_4cu_4cun,
oh_b12329,true,1,1,60,b12328.1,b12329.1,85.953597,m,oh-1x_4cu_4cun,
oh_6000229623,true,1,1,60,6000729625.2,6000229623.2,16.763999,m,oh-1x_2aaac_2aaacn,
oh_b31171,true,1,1,60,b19002.3,b31171.3,47.853598,m,oh-1x_4cu_4cun,
oh_b4802,true,1,1,60,b4799.1,b4802.1,52.120798,m,oh-1x_4cu_4cun,
oh_g42392,true,1,1,60,b61017.3,g42392.3,61.264798,m,oh-1x_4cu_4cun,
oh_6084829720,true,1,1,60,b13557.1,6084829720.1,178.30799,m,oh-1x_4cu_4cun,
oh_b52170,true,1,1,60,b18934.3,b52170.3,29.565599,m,oh-1x_4cu_4cun,
oh_g43859,true,1,1,60,b61692.3,g43859.3,15.24,m,oh-1x_1/0aaac_1/0aaacn,
oh_b66412,true,1,1,60,b60874.3,b66412.3,60.045598,m,oh-1x_4cu_4cun,
oh_b49346,true,1,1,60,b16655.1,b49346.1,163.06799,m,oh-1x_4cu_4cun,
oh_b55238,true,1,1,60,b55237.3,b55238.3,48.767998,m,oh-1x_4cu_4cun,
oh_g40318,true,1,1,60,b39819.3,g40318.3,37.185599,m,oh-1x_4cu_4cun,
oh_b15828,true,1,1,60,b60841.3,b15828.3,318.21119,m,oh-1x_4cu_4cun,
oh_b60889,true,1,1,60,b56673.2,b60889.2,51.511198,m,oh-1x_4cu_4cun,
oh_b19066,true,1,1,60,b4656.3,b19066.3,58.826398,m,oh-1x_4cu_4cun,
oh_b11365,true,3,3,60,b11364.1.2.3,b11365.1.2.3,81.686397,m,oh-3x_477aac_4/0aaacn,
oh_b54169,true,1,1,60,b23889.3,b54169.3,535.22878,m,oh-1x_4cu_4cun,
oh_g36732,true,1,1,60,b19043.2,g36732.2,29.870399,m,oh-1x_2/0cu_2/0cun,
oh_b13657,true,1,1,60,b4755.3,b13657.3,22.250399,m,oh-1x_4cu_4cun,
oh_b61732,true,1,1,60,b18928.3,b61732.3,16.459199,m,oh-1x_4cu_4cun,
oh_b24275,true,1,1,60,b24270.3,b24275.3,98.450397,m,oh-1x_4cu_4cun,
oh_b5213,true,3,3,60,b5218.1.2.3,b5213.1.2.3,205.73999,m,oh-3v_477aac_477aacn,
oh_b63378,true,1,1,60,b63377.3,b63378.3,53.949598,m,oh-1x_4cu_4cun,
oh_b26552,true,1,1,60,b47683.3,b26552.3,60.045598,m,oh-1x_4cu_4cun,
oh_b18831,true,3,3,60,b18830.1.2.3,b18831.1.2.3,46.329599,m,oh-3x_477aac_1/0aaacn,
oh_b29964,true,1,1,60,b29963.2,b29964.2,37.185599,m,oh-1x_4cu_4cun,
oh_5911428269,true,1,1,60,b61014.3,5911428269.3,57.911998,m,oh-1x_2aaac_2aaacn,
oh_b61623,true,1,1,60,5849828635.3,b61623.3,26.212799,m,oh-1x_2al_2aln,
oh_b19046a,false,1,1,60,b19046.3,b19046a.3,41.757599,m,oh-1x_4cu_4cun,
oh_b43441,true,2,2,60,b43440.1.2,b43441.1.2,61.264798,m,oh-2x_4cu_4cun,
oh_5976529574,true,1,1,60,5980529571.2,5976529574.2,121.92,m,oh-1x_2aaac_2aaacn,
oh_b4872,true,3,3,60,b4873.1.2.3,b4872.1.2.3,35.356799,m,oh-3x_477aac_4/0aaacn,
ug_b66452,true,1,1,60,6081129642.1,b66452.1,229.20959,m,ug-1c1/0alaer_15,
oh_b29181,true,1,1,60,b29180.1,b29181.1,110.9472,m,oh-1x_4cu_4cun,
oh_b59935,true,1,1,60,b56614.1,b59935.1,91.13519700000001,m,oh-1x_4cu_4cun,
oh_b14647,true,1,1,60,b14646.2,b14647.2,91.43999700000001,m,oh-1x_4cu_4cun,
oh_b4668,true,3,3,60,b4673.1.2.3,b4668.1.2.3,74.98079799999999,m,oh-3x_4cu_4cun,
oh_b62918,true,1,1,60,b18836.2,b62918.2,46.939198,m,oh-1x_4cu_4cun,
oh_b17986,true,1,1,60,b17983.3,b17986.3,163.37279,m,oh-1x_4cu_4cun,
oh_b11020,true,1,1,60,b23590.3,b11020.3,19.202399,m,oh-1x_4cu_4cun,
oh_b23862,true,1,1,60,b62993.3,b23862.3,125.8824,m,oh-1x_4cu_4cun,
oh_b13648,true,3,3,60,b13649.1.2.3,b13648.1.2.3,54.863998,m,oh-3x_477aac_1/0aaacn,
oh_b18845,true,3,3,60,b18844.1.2.3,b18845.1.2.3,44.195999,m,oh-3x_1/0aaac_1/0aaacn,
oh_b13930,true,1,1,60,b13923.3,b13930.3,145.0848,m,oh-1x_4cu_4cun,
oh_b43432,true,2,2,60,b43431.1.2,b43432.1.2,72.84719800000001,m,oh-2x_4cu_4cun,
oh_b4828,true,3,3,60,b4826.1.2.3,b4828.1.2.3,77.41919799999999,m,oh-3x_477aac_1/0aaacn,
oh_g33899,true,2,2,60,b41878.1.2,g33899.1.2,39.014399,m,oh-2x_4cu_4cun,
oh_5869628416,true,3,3,60,b4857.1.2.3,5869628416.1.2.3,58.826398,m,oh-3x_2al_2aln,
oh_b18836,true,3,3,60,b18835.1.2.3,b18836.1.2.3,45.719999,m,oh-3x_1/0aaac_1/0aaacn,
oh_b13553,true,1,1,60,b56943.1,b13553.1,39.623999,m,oh-1x_4cu_4cun,
oh_6033329564,true,1,1,60,b41865.1,6033329564.1,17.373599,m,oh-1x_2aaac_2aaacn,
